X1,X2,X3,Y,NX1,NX2,NX3,NY,,,,,,,,,,,,
6887.94,6833.6,7104.65,6899.59,-0.785166064,-0.812946664,-0.808893919,-0.821465902,,,,,,,,,,,,
6899.59,6887.94,6833.6,7097.52,-0.779920556,-0.788248999,-0.784193133,-0.796770617,,,,,,,,,,,,
7097.52,6899.59,6887.94,7183.25,-0.690800955,-0.782954045,-0.77889751,-0.791476173,,,,,,,,,,,,
7183.25,7097.52,6899.59,7384.98,-0.652200322,-0.692994368,-0.688926466,-0.701525163,,,,,,,,,,,,
7384.98,7183.25,7097.52,7367.7,-0.561369739,-0.65402987,-0.649957044,-0.66256442,,,,,,,,,,,,
7367.7,7384.98,7183.25,7497.66,-0.569150201,-0.562343084,-0.558258672,-0.570886467,,,,,,,,,,,,
7497.66,7367.7,7384.98,7284.08,-0.510634648,-0.570196887,-0.566113467,-0.578739513,,,,,,,,,,,,
7284.08,7497.66,7367.7,7411.33,-0.60680079,-0.511129745,-0.50703886,-0.519678061,,,,,,,,,,,,
7411.33,7284.08,7497.66,7315.59,-0.549505436,-0.608202385,-0.604123768,-0.616741349,,,,,,,,,,,,
7315.59,7411.33,7284.08,7437.79,-0.592613154,-0.550366944,-0.546281018,-0.558911481,,,,,,,,,,,,
7437.79,7315.59,7411.33,7348.37,-0.537591605,-0.593881012,-0.589800585,-0.602421356,,,,,,,,,,,,
7348.37,7437.79,7315.59,7413.93,-0.577853691,-0.538340808,-0.534253363,-0.546886503,,,,,,,,,,,,
7413.93,7348.37,7437.79,7300.09,-0.548334765,-0.57898242,-0.57490011,-0.5875242,,,,,,,,,,,,
7300.09,7413.93,7348.37,6984.22,-0.599592156,-0.549185237,-0.545099162,-0.557729888,,,,,,,,,,,,
6984.22,7300.09,7413.93,7035.38,-0.741815207,-0.6009258,-0.596846263,-0.609465466,,,,,,,,,,,,
7035.38,6984.22,7300.09,6942.56,-0.718779998,-0.7444895,-0.740428105,-0.753015333,,,,,,,,,,,,
6942.56,7035.38,6984.22,6665.06,-0.760572963,-0.721237153,-0.717172819,-0.729765227,,,,,,,,,,,,
6665.06,6942.56,7035.38,6467.15,-0.885519607,-0.763424073,-0.759365071,-0.771948083,,,,,,,,,,,,
6467.15,6665.06,6942.56,6708.48,-0.974630203,-0.889548512,-0.885505448,-0.89806037,,,,,,,,,,,,
6708.48,6467.15,6665.06,6860.15,-0.865969397,-0.979499099,-0.975467401,-0.98800229,,,,,,,,,,,,
6860.15,6708.48,6467.15,7020.37,-0.797678739,-0.869814014,-0.865768456,-0.878327774,,,,,,,,,,,,
7020.37,6860.15,6708.48,7323.75,-0.725538374,-0.800879623,-0.796825354,-0.809400024,,,,,,,,,,,,
7323.75,7020.37,6860.15,7213.17,-0.588939048,-0.728059235,-0.723995764,-0.736586652,,,,,,,,,,,,
7213.17,7323.75,7020.37,7104.24,-0.638728597,-0.590172271,-0.586091376,-0.598712973,,,,,,,,,,,,
7104.24,7213.17,7323.75,7391.25,-0.68777522,-0.640431156,-0.636356611,-0.648967015,,,,,,,,,,,,
7391.25,7104.24,7213.17,7263.04,-0.558546621,-0.689940112,-0.685871823,-0.698471201,,,,,,,,,,,,
7263.04,7391.25,7104.24,7307.24,-0.616274222,-0.559493354,-0.555408581,-0.568037011,,,,,,,,,,,,
7307.24,7263.04,7391.25,7345.29,-0.59637281,-0.617765117,-0.613687708,-0.62630316,,,,,,,,,,,,
7345.29,7307.24,7263.04,7442.29,-0.579240486,-0.597676107,-0.59359616,-0.606216086,,,,,,,,,,,,
7442.29,7345.29,7307.24,7370.87,-0.535565443,-0.580382288,-0.576300155,-0.588923933,,,,,,,,,,,,
7370.87,7442.29,7345.29,7489.18,-0.567722882,-0.536295547,-0.532207843,-0.544841439,,,,,,,,,,,,
7489.18,7370.87,7442.29,7331.27,-0.514452837,-0.568756114,-0.564672512,-0.577298879,,,,,,,,,,,,
7331.27,7489.18,7370.87,7398.73,-0.585553106,-0.514983926,-0.510893528,-0.523531871,,,,,,,,,,,,
7398.73,7331.27,7489.18,7665.57,-0.555178689,-0.586754413,-0.582673085,-0.595295444,,,,,,,,,,,,
7665.57,7398.73,7331.27,7490.66,-0.435031797,-0.556093675,-0.552008473,-0.56463766,,,,,,,,,,,,
7490.66,7665.57,7398.73,7409.84,-0.513786455,-0.434814233,-0.430713705,-0.443369902,,,,,,,,,,,,
7409.84,7490.66,7665.57,7417.68,-0.550176321,-0.514311262,-0.51022078,-0.522859272,,,,,,,,,,,,
7417.68,7409.84,7490.66,7350.46,-0.546646297,-0.551044153,-0.546958312,-0.559588624,,,,,,,,,,,,
7350.46,7417.68,7409.84,7255.5,-0.576912652,-0.547480853,-0.543394563,-0.556025668,,,,,,,,,,,,
7255.5,7350.46,7417.68,7504.3,-0.619669168,-0.57803251,-0.57395008,-0.586574381,,,,,,,,,,,,
7504.3,7255.5,7350.46,7524.39,-0.507644934,-0.621192066,-0.61711509,-0.629729779,,,,,,,,,,,,
7524.39,7504.3,7255.5,7464.6,-0.498599247,-0.508111848,-0.504020582,-0.516660456,,,,,,,,,,,,
7464.6,7524.39,7504.3,7408.55,-0.525520183,-0.498980893,-0.494888474,-0.507530381,,,,,,,,,,,,
7408.55,7464.6,7524.39,7517.92,-0.550757154,-0.526155597,-0.522066611,-0.534702466,,,,,,,,,,,,
7517.92,7408.55,7464.6,7531.17,-0.501512417,-0.551630461,-0.547544695,-0.560174876,,,,,,,,,,,,
7531.17,7517.92,7408.55,7590.39,-0.495546496,-0.501921524,-0.497829476,-0.510470728,,,,,,,,,,,,
7590.39,7531.17,7517.92,7588.94,-0.468882207,-0.495899366,-0.491806557,-0.504449151,,,,,,,,,,,,
7588.94,7590.39,7531.17,7553.76,-0.469535081,-0.468983729,-0.464887519,-0.477536107,,,,,,,,,,,,
7553.76,7588.94,7590.39,7512.02,-0.485375164,-0.469642758,-0.465546631,-0.478195072,,,,,,,,,,,,
7512.02,7553.76,7588.94,7481.34,-0.50416894,-0.485632155,-0.481538049,-0.494182929,,,,,,,,,,,,
7481.34,7512.02,7553.76,7471.72,-0.517982861,-0.504603089,-0.50051138,-0.513152035,,,,,,,,,,,,
7471.72,7481.34,7512.02,7535.81,-0.522314345,-0.518547225,-0.514457278,-0.527094827,,,,,,,,,,,,
7535.81,7471.72,7481.34,7438.61,-0.493457298,-0.522919539,-0.518830145,-0.53146672,,,,,,,,,,,,
7438.61,7535.81,7471.72,7320.45,-0.537222393,-0.493790475,-0.489697399,-0.502340462,,,,,,,,,,,,
7320.45,7438.61,7535.81,7411.95,-0.5904249,-0.537968116,-0.533880623,-0.546513847,,,,,,,,,,,,
7411.95,7320.45,7438.61,7411.4,-0.549226276,-0.59167213,-0.587591423,-0.600212687,,,,,,,,,,,,
7411.4,7411.95,7320.45,7353.85,-0.549473918,-0.550085152,-0.545999191,-0.558629716,,,,,,,,,,,,
7353.85,7411.4,7411.95,7306.01,-0.575386276,-0.550335129,-0.546249199,-0.558879668,,,,,,,,,,,,
7306.01,7353.85,7411.4,7301.79,-0.596926628,-0.576491747,-0.572409122,-0.585033766,,,,,,,,,,,,
7301.79,7306.01,7353.85,7218.8,-0.598826717,-0.598235145,-0.594155269,-0.60677507,,,,,,,,,,,,
7218.8,7301.79,7306.01,7215.17,-0.636193643,-0.600153146,-0.596073511,-0.608692886,,,,,,,,,,,,
7215.17,7218.8,7301.79,7178.93,-0.637828081,-0.637872307,-0.633797439,-0.646408413,,,,,,,,,,,,
7178.93,7215.17,7218.8,7195.1,-0.654145437,-0.639522151,-0.635447492,-0.648058098,,,,,,,,,,,,
7195.1,7178.93,7215.17,7325.13,-0.646864762,-0.655993321,-0.651920743,-0.664527681,,,,,,,,,,,,
7325.13,7195.1,7178.93,7442.04,-0.588317691,-0.648644016,-0.644570509,-0.657179084,,,,,,,,,,,,
7442.04,7325.13,7195.1,7404.8,-0.535678008,-0.589545058,-0.585464083,-0.59808582,,,,,,,,,,,,
7404.8,7442.04,7325.13,7418.61,-0.552445622,-0.536409173,-0.532321483,-0.544955054,,,,,,,,,,,,
7418.61,7404.8,7442.04,7315.52,-0.546227557,-0.553334845,-0.549249294,-0.561879096,,,,,,,,,,,,
7315.52,7418.61,7404.8,7184.48,-0.592644672,-0.547058166,-0.542971822,-0.555603021,,,,,,,,,,,,
7184.48,7315.52,7418.61,7065.15,-0.651646504,-0.593912827,-0.589832404,-0.602453168,,,,,,,,,,,,
7065.15,7184.48,7315.52,6970.7,-0.705375812,-0.653470832,-0.649397935,-0.662005435,,,,,,,,,,,,
6970.7,7065.15,7184.48,7150.65,-0.747902697,-0.707706614,-0.70364057,-0.716235991,,,,,,,,,,,,
7150.65,6970.7,7065.15,7123.47,-0.666878738,-0.750634373,-0.746573755,-0.759159615,,,,,,,,,,,,
7123.47,7150.65,6970.7,7139.09,-0.679116756,-0.668846651,-0.664775697,-0.677379773,,,,,,,,,,,,
7139.09,7123.47,7150.65,7099.23,-0.672083723,-0.681200029,-0.677130636,-0.68973196,,,,,,,,,,,,
7099.23,7139.09,7123.47,7311.92,-0.690031014,-0.6741007,-0.67003041,-0.682633315,,,,,,,,,,,,
7311.92,7099.23,7139.09,7590.54,-0.594265602,-0.692217169,-0.688149168,-0.700748039,,,,,,,,,,,,
7590.54,7311.92,7099.23,7559,-0.468814668,-0.595549036,-0.591468819,-0.604089219,,,,,,,,,,,,
7559,7590.54,7311.92,7514.04,-0.483015811,-0.468915554,-0.464819335,-0.477467938,,,,,,,,,,,,
7514.04,7559,7590.54,7555.98,-0.503259419,-0.483250562,-0.479156155,-0.491801565,,,,,,,,,,,,
7555.98,7514.04,7559,7585.69,-0.484375591,-0.503684994,-0.499593169,-0.512234028,,,,,,,,,,,,
7585.69,7555.98,7514.04,7691.7,-0.47099842,-0.48462316,-0.480528926,-0.49317403,,,,,,,,,,,,
7691.7,7585.69,7555.98,7746.86,-0.423266551,-0.471119891,-0.467023951,-0.479672063,,,,,,,,,,,,
7746.86,7691.7,7585.69,7799.11,-0.39843031,-0.422938083,-0.418836054,-0.431494896,,,,,,,,,,,,
7799.11,7746.86,7691.7,7768.98,-0.37490432,-0.397867726,-0.393762529,-0.406426955,,,,,,,,,,,,
7768.98,7799.11,7746.86,7789.76,-0.388470599,-0.374119971,-0.370011773,-0.382681488,,,,,,,,,,,,
7789.76,7768.98,7799.11,7850.51,-0.379114234,-0.387814131,-0.383707663,-0.396374329,,,,,,,,,,,,
7850.51,7789.76,7768.98,7807.8,-0.35176105,-0.378369569,-0.374261908,-0.386930677,,,,,,,,,,,,
7807.8,7850.51,7789.76,7804.38,-0.370991577,-0.350758543,-0.346647393,-0.359322311,,,,,,,,,,,,
7804.38,7807.8,7850.51,7884.29,-0.37253146,-0.370170344,-0.366061647,-0.378732242,,,,,,,,,,,,
7884.29,7804.38,7807.8,7889.24,-0.336551329,-0.371724743,-0.367616242,-0.380286491,,,,,,,,,,,,
7889.24,7884.29,7804.38,7892.57,-0.334322551,-0.335405449,-0.331292359,-0.343970697,,,,,,,,,,,,
7892.57,7889.24,7884.29,7895.47,-0.332823191,-0.333155662,-0.329042288,-0.341721126,,,,,,,,,,,,
7895.47,7892.57,7889.24,7956.52,-0.331517442,-0.331642169,-0.327528603,-0.340207779,,,,,,,,,,,,
7956.52,7895.47,7892.57,7979.92,-0.30402918,-0.330324112,-0.326210379,-0.338889848,,,,,,,,,,,,
7979.92,7956.52,7895.47,7934.54,-0.293493139,-0.302576735,-0.298459496,-0.311145145,,,,,,,,,,,,
7934.54,7979.92,7956.52,7972.97,-0.313925855,-0.291941377,-0.287822794,-0.300510812,,,,,,,,,,,,
7972.97,7934.54,7979.92,8066,-0.296622433,-0.3125667,-0.308450723,-0.321134147,,,,,,,,,,,,
8066,7972.97,7934.54,8187.11,-0.254734915,-0.295100169,-0.290981986,-0.303669299,,,,,,,,,,,,
8187.11,8066,7972.97,8186.08,-0.200204147,-0.252817803,-0.248694277,-0.261391007,,,,,,,,,,,,
8186.08,8187.11,8066,8179.9,-0.200667913,-0.197773007,-0.193642525,-0.206351515,,,,,,,,,,,,
8179.9,8186.08,8187.11,8217.5,-0.203450509,-0.198241145,-0.194110722,-0.206819607,,,,,,,,,,,,
8217.5,8179.9,8186.08,8194.64,-0.186520801,-0.20104997,-0.196919902,-0.209628162,,,,,,,,,,,,
8194.64,8217.5,8179.9,8195.69,-0.196813703,-0.183960677,-0.179828449,-0.192540515,,,,,,,,,,,,
8195.69,8194.64,8217.5,8151.6,-0.196340932,-0.194350604,-0.190219689,-0.202929441,,,,,,,,,,,,
8151.6,8195.69,8194.64,8225.66,-0.216192815,-0.193873376,-0.189742401,-0.202452259,,,,,,,,,,,,
8225.66,8151.6,8195.69,8327.87,-0.182846694,-0.213912391,-0.209783948,-0.222489343,,,,,,,,,,,,
8327.87,8225.66,8151.6,8424.51,-0.136825806,-0.180251937,-0.17611924,-0.188832132,,,,,,,,,,,,
8424.51,8327.87,8225.66,8579.63,-0.093312856,-0.133797238,-0.129658671,-0.142381909,,,,,,,,,,,,
8579.63,8424.51,8327.87,8540.24,-0.023468807,-0.089874118,-0.085730001,-0.098463021,,,,,,,,,,,,
8540.24,8579.63,8424.51,8542.4,-0.041204477,-0.019371693,-0.015218666,-0.027967388,,,,,,,,,,,,
8542.4,8540.24,8579.63,8520.82,-0.040231919,-0.037274545,-0.033123781,-0.045868516,,,,,,,,,,,,
8520.82,8542.4,8540.24,8622.93,-0.04994849,-0.03629282,-0.032141932,-0.044886885,,,,,,,,,,,,
8622.93,8520.82,8542.4,8792.07,-0.003972628,-0.046100984,-0.041951335,-0.054694104,,,,,,,,,,,,
8792.07,8622.93,8520.82,8762.14,0.07218404,0.000308265,0.004463778,-0.008289327,,,,,,,,,,,,
8762.14,8792.07,8622.93,8860.9,0.058707813,0.077182815,0.081348043,0.068577817,,,,,,,,,,,,
8860.9,8762.14,8792.07,8900.9,0.103175311,0.063579556,0.067743065,0.054975868,,,,,,,,,,,,
8900.9,8860.9,8762.14,8669.39,0.121185638,0.108466221,0.112635402,0.099858209,,,,,,,,,,,,
8669.39,8900.9,8860.9,8872.96,0.016946367,0.12664632,0.130817799,0.118036557,,,,,,,,,,,,
8872.96,8669.39,8900.9,8557.95,0.108605424,0.02142445,0.025582632,0.012824824,,,,,,,,,,,,
8557.95,8872.96,8669.39,8290.32,-0.033230404,0.113947521,0.118117395,0.105338981,,,,,,,,,,,,
8290.32,8557.95,8872.96,8408.62,-0.153733001,-0.029225306,-0.025073525,-0.037820053,,,,,,,,,,,,
8408.62,8290.32,8557.95,8316.21,-0.100467458,-0.150863806,-0.146727396,-0.159446833,,,,,,,,,,,,
8316.21,8408.62,8290.32,8235.12,-0.142075816,-0.097096162,-0.092952958,-0.105684369,,,,,,,,,,,,
8235.12,8316.21,8408.62,8319.29,-0.178587252,-0.139096737,-0.13495884,-0.147680897,,,,,,,,,,,,
8319.29,8235.12,8316.21,8247.37,-0.140689021,-0.175952343,-0.171819103,-0.184532953,,,,,,,,,,,,
8247.37,8319.29,8235.12,8436.62,-0.173071589,-0.137696869,-0.133558795,-0.146281165,,,,,,,,,,,,
8436.62,8247.37,8319.29,8661.46,-0.087860229,-0.170384688,-0.166250744,-0.178965834,,,,,,,,,,,,
8661.46,8436.62,8247.37,8690.97,0.01337582,-0.084370093,-0.08022528,-0.092959526,,,,,,,,,,,,
8690.97,8661.46,8436.62,8792.22,0.026662939,0.017820246,0.021977972,0.009220967,,,,,,,,,,,,
8792.22,8690.97,8661.46,8793.93,0.072251579,0.031232614,0.035392035,0.022632043,,,,,,,,,,,,
8793.93,8792.22,8690.97,8835.26,0.073021521,0.07725099,0.081416227,0.068645986,,,,,,,,,,,,
8835.26,8793.93,8792.22,8889.75,0.091630691,0.07802819,0.082193524,0.06942311,,,,,,,,,,,,
8889.75,8835.26,8793.93,8895.68,0.116165259,0.096812777,0.100980486,0.088205888,,,,,,,,,,,,
8895.68,8889.75,8835.26,8864.04,0.11883529,0.121578618,0.125749456,0.112969342,,,,,,,,,,,,
8864.04,8895.68,8889.75,8933.51,0.104589121,0.124273817,0.128444996,0.115664282,,,,,,,,,,,,
8933.51,8864.04,8895.68,8960.8,0.135868557,0.109893359,0.11406272,0.101285209,,,,,,,,,,,,
8960.8,8933.51,8864.04,9006.4,0.148156103,0.141467646,0.145640998,0.132856455,,,,,,,,,,,,
9006.4,8960.8,8933.51,9016.34,0.168687876,0.153871019,0.158045938,0.145258632,,,,,,,,,,,,
9016.34,9006.4,8960.8,9073.14,0.173163442,0.174596332,0.17877387,0.165981949,,,,,,,,,,,,
9073.14,9016.34,9006.4,9064.39,0.198738106,0.179114087,0.183292196,0.170499268,,,,,,,,,,,,
9064.39,9073.14,9016.34,9147.02,0.194798347,0.204929828,0.209111199,0.196312522,,,,,,,,,,,,
9147.02,9064.39,9073.14,9134.55,0.232003181,0.200952931,0.2051338,0.192336009,,,,,,,,,,,,
9134.55,9147.02,9064.39,9026.59,0.226388461,0.238508471,0.242694086,0.22988793,,,,,,,,,,,,
9026.59,9134.55,9147.02,9081.03,0.177778588,0.232840826,0.237025724,0.224220831,,,,,,,,,,,,
9081.03,9026.59,9134.55,9208.12,0.202290643,0.183772737,0.187951435,0.17515747,,,,,,,,,,,,
9208.12,9081.03,9026.59,9344.84,0.259513955,0.208515853,0.212697677,0.199898201,,,,,,,,,,,,
9344.84,9208.12,9081.03,9396.5,0.321073253,0.266278573,0.270467697,0.257655357,,,,,,,,,,,,
9396.5,9344.84,9208.12,9369.34,0.344333591,0.328418153,0.332615129,0.319788949,,,,,,,,,,,,
9369.34,9396.5,9344.84,9418.35,0.332104579,0.351897751,0.356097694,0.343266286,,,,,,,,,,,,
9418.35,9369.34,9396.5,9431.81,0.354171732,0.339553464,0.343751847,0.330923187,,,,,,,,,,,,
9431.81,9418.35,9369.34,9459.72,0.360232207,0.36182863,0.366029828,0.353196208,,,,,,,,,,,,
9459.72,9431.81,9418.35,9451.32,0.372798913,0.367946234,0.372148205,0.359313222,,,,,,,,,,,,
9451.32,9459.72,9431.81,9403.54,0.369016744,0.380631398,0.384834972,0.371997164,,,,,,,,,,,,
9403.54,9451.32,9459.72,9490.61,0.347503408,0.376813577,0.381016669,0.368179711,,,,,,,,,,,,
9490.61,9403.54,9451.32,9514.83,0.386707388,0.355097449,0.359297796,0.346465675,,,,,,,,,,,,
9514.83,9490.61,9403.54,9379.7,0.397612641,0.39467098,0.398876328,0.386035393,,,,,,,,,,,,
9379.7,9514.83,9490.61,9482.08,0.336769253,0.40567903,0.409885769,0.397042383,,,,,,,,,,,,
9482.08,9379.7,9514.83,9504.43,0.382866686,0.344262109,0.348461087,0.335631379,,,,,,,,,,,,
9504.43,9482.08,9379.7,9471.7,0.392929956,0.390794074,0.394998932,0.382158861,,,,,,,,,,,,
9471.7,9504.43,9482.08,9491.47,0.378193006,0.400952204,0.405158346,0.392316012,,,,,,,,,,,,
9491.47,9471.7,9504.43,9372.57,0.38709461,0.386076338,0.3902806,0.377441579,,,,,,,,,,,,
9372.57,9491.47,9471.7,9447.42,0.333558913,0.395061852,0.399267249,0.386426228,,,,,,,,,,,,
9447.42,9372.57,9491.47,9466.94,0.367260737,0.341021507,0.345220075,0.332391089,,,,,,,,,,,,
9466.94,9447.42,9372.57,9497.55,0.376049777,0.375041017,0.379243885,0.366407322,,,,,,,,,,,,
9497.55,9466.94,9447.42,9556.61,0.38983218,0.383912906,0.388116895,0.375278356,,,,,,,,,,,,
9556.61,9497.55,9466.94,9672.47,0.416424428,0.397825227,0.402030974,0.389189337,,,,,,,,,,,,
9672.47,9556.61,9497.55,9766.9,0.46859134,0.424668144,0.428877282,0.416029667,,,,,,,,,,,,
9766.9,9672.47,9556.61,9853.65,0.51110922,0.477326801,0.481542595,0.468683251,,,,,,,,,,,,
9853.65,9766.9,9672.47,9908.29,0.550169117,0.520245471,0.524466688,0.511597786,,,,,,,,,,,,
9908.29,9853.65,9766.9,9886.3,0.574771224,0.559673561,0.56389976,0.551022078,,,,,,,,,,,,
9886.3,9908.29,9853.65,9990.19,0.564870046,0.584507577,0.588736914,0.575853701,,,,,,,,,,,,
9990.19,9886.3,9908.29,10093.48,0.611647369,0.574513067,0.578741142,0.565860154,,,,,,,,,,,,
10093.48,9990.19,9886.3,10166,0.658154536,0.62173133,0.625965372,0.613073868,,,,,,,,,,,,
10166,10093.48,9990.19,10235.17,0.690807259,0.668676892,0.672916866,0.660014906,,,,,,,,,,,,
10235.17,10166,10093.48,10259.87,0.721951617,0.701637412,0.705881551,0.692972251,,,,,,,,,,,,
10259.87,10235.17,10166,10227.87,0.733072994,0.733075349,0.73732346,0.724407159,,,,,,,,,,,,
10227.87,10259.87,10235.17,10346.55,0.718664732,0.74430156,0.74855109,0.735632288,,,,,,,,,,,,
10346.55,10227.87,10259.87,10169.68,0.772101373,0.729757481,0.734005173,0.72108961,,,,,,,,,,,,
10169.68,10346.55,10227.87,10213.26,0.692464209,0.783697835,0.787952344,0.775024768,,,,,,,,,,,,
10213.26,10169.68,10346.55,10304.87,0.71208646,0.703309981,0.707554331,0.694644659,,,,,,,,,,,,
10304.87,10213.26,10169.68,10447.56,0.753334612,0.723117199,0.727364052,0.714449969,,,,,,,,,,,,
10447.56,10304.87,10213.26,10527.84,0.817581951,0.764754172,0.769006287,0.75608293,,,,,,,,,,,,
10527.84,10447.56,10304.87,10523.37,0.853728678,0.829607131,0.833867441,0.820929641,,,,,,,,,,,,
10523.37,10527.84,10447.56,10497.07,0.851716024,0.866094591,0.870359511,0.857413585,,,,,,,,,,,,
10497.07,10523.37,10527.84,10465.56,0.839874234,0.864062965,0.868327629,0.855382154,,,,,,,,,,,,
10465.56,10497.07,10523.37,10726.46,0.825686599,0.852109549,0.856372703,0.843429891,,,,,,,,,,,,
10726.46,10465.56,10497.07,10801.09,0.943158957,0.837788176,0.84204952,0.829109897,,,,,,,,,,,,
10801.09,10726.46,10465.56,10914.58,0.976761725,0.956367874,0.960644202,0.947678171,,,,,,,,,,,,
10914.58,10801.09,10726.46,11052.86,1.027861526,0.990287394,0.994568009,0.981594423,,,,,,,,,,,,
11052.86,10914.58,10801.09,11218.61,1.090123227,1.041868881,1.046156014,1.03317094,,,,,,,,,,,,
11218.61,11052.86,10914.58,10920.09,1.16475352,1.104717484,1.109012559,1.096013488,,,,,,,,,,,,
10920.09,11218.61,11052.86,11259.32,1.030342448,1.180051271,1.184355866,1.171340017,,,,,,,,,,,,
11259.32,10920.09,11218.61,11177.91,1.18308353,1.04437319,1.048660639,1.035675007,,,,,,,,,,,,
11177.91,11259.32,10920.09,11352.63,1.146428012,1.198554067,1.202861,1.18984103,,,,,,,,,,,,
11352.63,11177.91,11259.32,11443.35,1.225097121,1.16155302,1.165855277,1.152843548,,,,,,,,,,,,
11443.35,11352.63,11177.91,11537.5,1.265944543,1.240963694,1.245275986,1.232246571,,,,,,,,,,,,
11537.5,11443.35,11352.63,11446.33,1.30833635,1.282196159,1.286513662,1.273475064,,,,,,,,,,,,
11446.33,11537.5,11443.35,11609.85,1.267286312,1.324987568,1.329310478,1.31626235,,,,,,,,,,,,
11609.85,11446.33,11537.5,11546.79,1.340912529,1.283550577,1.28786825,1.274829351,,,,,,,,,,,,
11546.79,11609.85,11446.33,11191.74,1.312519249,1.357870823,1.362197888,1.349142436,,,,,,,,,,,,
11191.74,11546.79,11609.85,11456.12,1.152655082,1.329209896,1.33353334,1.320484271,,,,,,,,,,,,
11456.12,11191.74,11546.79,11473.99,1.27169434,1.167838789,1.172141841,1.159128712,,,,,,,,,,,,
11473.99,11456.12,11191.74,11381.25,1.279740453,1.288000156,1.292318392,1.279278501,,,,,,,,,,,,
11381.25,11473.99,11456.12,11415.29,1.23798351,1.296122115,1.300441378,1.287399678,,,,,,,,,,,,
11415.29,11381.25,11473.99,10947.42,1.253310298,1.253971555,1.258285491,1.245253179,,,,,,,,,,,,
10947.42,11415.29,11381.25,11086.3,1.042648004,1.269442819,1.273758711,1.260722953,,,,,,,,,,,,
11086.3,10947.42,11415.29,10598.38,1.10517986,1.056794743,1.061083762,1.048095364,,,,,,,,,,,,
10598.38,11086.3,10947.42,10804.35,0.88548989,1.119916047,1.124213043,1.111210587,,,,,,,,,,,,
10804.35,10598.38,11086.3,10474.2,0.978229567,0.898155196,0.902424168,0.889471101,,,,,,,,,,,,
10474.2,10804.35,10598.38,10094.81,0.829576829,0.991769072,0.996049874,0.983075958,,,,,,,,,,,,
10094.81,10474.2,10804.35,10436.53,0.658753379,0.841715077,0.845976917,0.83303642,,,,,,,,,,,,
10436.53,10094.81,10474.2,10393.87,0.812615604,0.66928138,0.67352143,0.660619336,,,,,,,,,,,,
10393.87,10436.53,10094.81,10689.36,0.79340759,0.824593969,0.828853645,0.815916961,,,,,,,,,,,,
10689.36,10393.87,10436.53,10951.08,0.926454379,0.805204893,0.809462119,0.796529753,,,,,,,,,,,,
10951.08,10689.36,10393.87,11028.22,1.044295949,0.939505832,0.943780029,0.930817753,,,,,,,,,,,,
11028.22,10951.08,10689.36,11130.13,1.079028865,1.058458222,1.062747451,1.049758682,,,,,,,,,,,,
11130.13,11028.22,10951.08,11278.45,1.124914676,1.093518543,1.097812203,1.084815626,,,,,,,,,,,,
11278.45,11130.13,11028.22,11459.58,1.191696969,1.139836891,1.144136404,1.131129512,,,,,,,,,,,,
11459.58,11278.45,11130.13,11402.22,1.273252233,1.2072487,1.211556731,1.198534825,,,,,,,,,,,,
11402.22,11459.58,11278.45,11449.52,1.247425424,1.289572734,1.293891169,1.280850928,,,,,,,,,,,,
11449.52,11402.22,11459.58,11414.34,1.268722636,1.263502472,1.267817612,1.254783178,,,,,,,,,,,,
11414.34,11449.52,11402.22,11568.69,1.252882553,1.28500044,1.289318296,1.276279074,,,,,,,,,,,,
11568.69,11414.34,11449.52,11485.9,1.322379903,1.269011042,1.273326879,1.260291217,,,,,,,,,,,,
11485.9,11568.69,11414.34,11573.94,1.285103028,1.3391635,1.343488202,1.330436917,,,,,,,,,,,,
11573.94,11485.9,11568.69,11664.97,1.324743758,1.30153524,1.305855186,1.292812281,,,,,,,,,,,,
11664.97,11573.94,11485.9,11666.38,1.36573076,1.341549638,1.345874641,1.332822825,,,,,,,,,,,,
11666.38,11664.97,11573.94,11684.79,1.366365624,1.382923,1.387253231,1.3741922,,,,,,,,,,,,
11684.79,11666.38,11664.97,11936.59,1.374654877,1.383563848,1.38789416,1.374832986,,,,,,,,,,,,
11936.59,11684.79,11666.38,11992.23,1.488029886,1.391931239,1.396262608,1.383199571,,,,,,,,,,,,
11992.23,11936.59,11684.79,12060.99,1.513082251,1.506374964,1.510720796,1.49763227,,,,,,,,,,,,
12060.99,11992.23,11936.59,12136.83,1.544042004,1.531663482,1.536012509,1.522918352,,,,,,,,,,,,
12136.83,12060.99,11992.23,12273.82,1.578189584,1.562915073,1.567268049,1.554166932,,,,,,,,,,,,
12273.82,12136.83,12060.99,12115.46,1.639870452,1.597384541,1.601741874,1.588633079,,,,,,,,,,,,
12115.46,12273.82,12136.83,12048.14,1.568567567,1.659646837,1.664012037,1.650889376,,,,,,,,,,,,
,12115.46,12273.82,12075.75,-3.886517379,1.587671823,1.592027928,1.578921297,,,,,,,,,,,,
12075.75,12048.14,12115.46,12007.6,1.550687814,1.557074716,1.561426954,1.548327138,,,,,,,,,,,,
12007.6,12075.75,12048.14,11802.6,1.52000272,1.56962353,1.573977354,1.560874742,,,,,,,,,,,,
11802.6,12007.6,12075.75,11941.8,1.427699793,1.538649185,1.542999095,1.529903382,,,,,,,,,,,,
11941.8,11802.6,12007.6,11910,1.490375731,1.445476176,1.449814312,1.43673935,,,,,,,,,,,,
11910,11941.8,11802.6,11683.7,1.476057521,1.508742922,1.513089053,1.5,,,,,,,,,,,,
